,ingredient,uniq_unit,ชิ้น,ห่อ,ลูก,หัว,ถุง,กระฉอก,ถาด,ยอด,ต้น,ขา,ซอง,ก้อน,เส้น,อัน,บาท,เม็ด,กระป๋อง,ใบ,ใจ,แผ่น,ก้าน,แพ็ค,แท่ง,ท่อน,ผล,แพค,ตัว,ฝัก,มัด,ดอก,กล่อง,ชุด,กิ่ง,พวง,แว่น,อก,แง่ง,ช่อ,นิ้ว,ราก,หลอด,แพ,หม้อ,ซอย,ซีก,น่อง,โครง,ดวง,ขยุ้ม
113,เหล้า|สาเก,"['tea_spoon', 'spoon', 'table_spoon', 'cup', 'lid']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,กิมจิ,"['ถุงเล็ก', 'ห่อ', 'ถุง', 'spoon', 'table_spoon', 'gram', 'cup', 'avg']",0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,ออริกาโน่|อาริกาโน|ออริกาโน|oregano,"['', 'tea_spoon', 'spoon', 'table_spoon', 'min', 'avg']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,มายองเนส,"['', 'ถุง', 'tea_spoon', 'table_spoon', 'gram', 'min', 'avg', 'millitre']",0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,น้ำจิ้มสุกี้,"['', 'table_spoon', 'gram', 'bottle', 'cup', 'min', 'avg']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,ขิง,"['', 'แว่น', 'ข้อนิ้ว', 'แง่ง', 'หัว', 'ชิ้น', 'หนึ่งเสี้ยวเล็ก', 'tea_spoon', 'spoon', 'table_spoon', 'gram', 'hundred_gram', 'hand', 'cup', 'min', 'avg']",100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,20,0,20,0,0,0,0,0,0,0,0,0,0
119,ชะอม,"['มัด', 'แพ', 'gram', 'hand', 'cup', 'avg']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
120,^ผัก$|ผักที่ชอบ,"['', 'gram', 'avg']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,^ผัก$|ผักต่างๆ|ผักสด|ผักเครื่องเคียง|ผักตามชอบ,"['', 'gram', 'avg', 'plate']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,แหนม|เเหนม,"['ท่อนยาว', '', 'ลูก', 'แท่งเล็ก', 'ท่อน', 'ห่อ', 'แท่ง', 'ท่อนเล็ก', 'อัน', 'ชิ้น', 'แพ๊คเล็ก', 'เม็ด', 'tea_spoon', 'table_spoon', 'gram', 'hundred_gram']",50,100,20,0,0,0,0,0,0,0,0,0,0,50,0,20,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0
123,นมข้น,"['กระป๋อง', 'spoon', 'table_spoon', 'milligram', 'cup']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,มักกะโรนี|มะกะโรนีต้มสุก|มะกะโรนี,"['', 'เส้น', 'ห่อ', 'gram', 'hand', 'cup', 'avg', 'buble', 'plate']",0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,อบเชย,"['ท่อน', '/', 'แท่ง', 'อัน', 'ชิ้น', 'tea_spoon', 'gram']",10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,ตับ,"['', 'พวง', 'ตับ', 'ก้อน', 'ชิ้น', 'ไม้', 'บาท', 'table_spoon', 'kilogram', 'gram', 'hundred_gram', 'hand', 'cup', 'avg']",50,0,0,0,0,0,0,0,0,0,0,500,0,0,7.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,หมูกรอบ,"['เส้น', 'kilogram', 'gram', 'hundred_gram', 'cup', 'avg']",0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,ผักโขม|ผักขม,"['แพ็ค', 'ต้น', 'ถุง', 'table_spoon', 'gram', 'hand', 'cup', 'min', 'avg']",0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
129,เส้นจันทน์,"['kilogram', 'gram']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,ใบเบย์,['ใบ'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,ปลาแผ่น,"['เส้น', 'ชิ้น', 'แท่ง']",10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,^มันหมู$,"['table_spoon', 'hundred_gram']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,ขาไก่,"['ขา', 'kilogram']",0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,แปะก๊วย,"['เมล็ด', 'gram', 'hundred_gram']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,วาซาบิ,"['', 'tea_spoon']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,^ฟัก$,"['ลูก', 'hundred_gram']",0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,ไทม์,"['', 'ก้าน', 'ต้น', 'tea_spoon', 'pick']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,โคชูจัง,"['tea_spoon', 'table_spoon', 'gram', 'cup']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,ซีอิ๊วเห็ดหอม|ซีอิ้วเห็ดหอม,"['tea_spoon', 'table_spoon', 'cup', 'min', 'avg']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,ไข่กุ้ง,"['tea_spoon', 'spoon', 'table_spoon', 'gram', 'min', 'avg']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,^(?!.*น้ำพริก).*มันกุ้ง.*,"['ตัว', 'spoon', 'table_spoon', 'kilogram', 'hundred_gram']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,^เต้าหู้(?!ไข่),"['ก้อนสี่เหลี่ยม', 'แพค', 'ก้อน', 'อัน', 'หั่นชิ้น', 'หลอด', 'ชิ้น', 'แผ่น', 'ลูก', 'กล่อง', 'พวง', 'table_spoon', 'gram', 'cup', 'avg']",120,0,120,0,0,0,0,0,0,0,0,120,0,120,0,0,0,0,0,120,0,0,0,0,0,120,0,0,0,0,120,0,0,120,0,0,0,0,0,0,120,120,0,0,0,0,0,0,0
143,ทูน่า,"['', 'ตัว/กระป๋อง', 'กระป๋อง', 'กระป๋องเล็ก', 'ชิ้น', 'table_spoon', 'gram', 'cup']",200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,เบค่อน,"['', 'เส้น', 'แพค', 'ห่อ', 'gram', 'avg']",0,500,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0
145,กระเฉด|ผักกะเฉด,"['', 'ต้น', 'gram', 'hundred_gram', 'hand', 'cup', 'min', 'avg', 'plate']",0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,เกี๊ยว,"['', 'แผ่น', 'ลูก', 'แพ็ค', 'ห่อ', 'ชิ้น', 'ถุง', 'gram', 'cup', 'avg']",10,10,10,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0
147,สะตอ|สตอ,"['', 'แพ็ค', 'เม็ด', 'ต้น', 'ฝัก', 'gram', 'milligram', 'cup', 'avg', 'buble']",0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,35,0,0,0,0,0,200,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0
148,ถั่วลิสง,"['', 'ถุง', 'tea_spoon', 'table_spoon', 'gram', 'hundred_gram', 'hand', 'cup', 'min', 'avg']",0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,เส้นเล็ก|เส้นผัดไท,"['', 'หัว', 'ห่อ', 'gram', 'hand', 'pick', 'cup', 'avg']",0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,ซอสเทริยากิ|ซอสเทอริยากิ,"['', 'spoon', 'table_spoon', 'cup']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,เลือด,"['ก้อน', 'หลอด', 'gram', 'hundred_gram']",0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,ฟักทอง,"['', 'ชิ้นเล็ก', 'ลูกเล็ก', 'ลูก', 'ชิ้น', 'gram', 'cup', 'min', 'avg']",200,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,ใบกระวาน,['ใบ'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,กุยช่าย|กุ้ยช่าย|กุ่ยช่าย|ใบกุ้ยฉ่าย,"['', 'นิ้ว', 'ต้น', 'table_spoon', 'gram', 'hundred_gram', 'hand', 'cup', 'min', 'avg']",0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,ผงกะหรี่|ผงกระหรี่,"['ถุงเล็ก', 'ซอง', 'กล่อง', 'ก้อน', 'tea_spoon', 'spoon', 'table_spoon', 'min']",0,0,0,0,115,0,0,0,0,0,115,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,มะเขือพวง,"['ลูก', 'gram', 'hand', 'pick', 'cup', 'avg']",0,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,มะเขือยาว,"['ลูก', 'ผล', 'อัน', 'kilogram', 'hundred_gram']",0,0,450,0,0,0,0,0,0,0,0,0,0,450,0,0,0,0,0,0,0,0,0,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,เส้นก๋วยเตี๋ยว,"['ห่อเล็ก', '', 'ถุง', 'kilogram', 'gram', 'hand', 'cup', 'avg']",0,50,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,น้ำพริก(?!เผา)|พริกหนุ่ม,"['', 'บาท', 'เม็ด', 'tea_spoon', 'spoon', 'table_spoon', 'kilogram', 'gram', 'hundred_gram', 'cup', 'avg']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.571428571,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,เม็ดมะม่วง,"['ถุงเล็ก', '', 'tea_spoon', 'table_spoon', 'gram', 'cup', 'min', 'avg']",0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,^ข้าวโพด(?!อ่อน)|ผักสามสี,"['', 'ฝัก', 'spoon', 'table_spoon', 'gram', 'hand', 'cup', 'avg', 'buble']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,เส้นเซี่ยงไฮ้,"['ห่อ', 'gram']",0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,เส้นปลา|ปลาเส้น,"['เส้น', 'ชิ้น', 'ห่อ']",2,50,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,บะหมี่(?!กึ่ง)|หมี่เหลือง|เส้นหมี่ฮกเกี้ยน|เส้นหมี่เหลือง|หมี่ฮ่องกง|เส้นเหลือง|หมี่หยก|หมี่เบตง|หมี่ฮกเกี้ยน|^เส้น$,"['', 'ก้อน/ที่', 'ก้อน', 'คนทาน', 'ห่อ', 'ซอง', 'หัว', 'ถุง', 'แพ', 'kilogram', 'gram', 'milligram', 'bottle', 'hand', 'pick', 'cup', 'avg']",0,50,0,0,50,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0
165,หน่อไม้,"['', 'แพ็ค', 'ต้น', 'แท่ง', 'หน่อ', 'ถุง', 'table_spoon', 'ladle', 'kilogram', 'gram', 'hundred_gram', 'hand', 'cup', 'avg']",0,0,0,0,500,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,400,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0
166,มะขามเปียก,"['', 'ปั้น', 'ฝัก', 'tea_spoon', 'spoon', 'table_spoon', 'ladle', 'gram', 'cup', 'dipper', 'min', 'avg']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,แป้งอเนกประสงค์|แป้งสาลีอเนกประสงค์|แป้งสาลี|แป้งเอนกประสงค์,"['', 'spoon', 'table_spoon', 'gram', 'cup']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,ตั้งฉ่าย|ตังฉ่าย,"['tea_spoon', 'table_spoon', 'pick', 'cup', 'min', 'avg']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,ดอกกะหล่ำ|กะหล่ำดอก|ดอกกระหล่ำ,"['', 'หัวเล็ก', 'หัว', 'ชิ้น', 'gram']",4,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,พาสต้า|pasta,"['', 'ซอง', 'กระป๋อง', 'gram', 'hand', 'cup', 'min']",0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,^ขนมปัง,"['', 'แผ่น', 'แพ็ค', 'ก้อน', 'ห่อ', 'ชิ้น', 'gram']",24,240,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,24,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0
172,บล็อคโคลี่|บล๊อคโคลี่|บล็อคโครี่|บล๊อกโคลี่|บรอคคอลลี่|บร็อคโคลี่|บร๊อคโคลี่|บล็อกโคลี่,"['', 'ก้าน', 'หัว', 'ต้น', 'table_spoon', 'gram', 'cup', 'min', 'avg']",0,0,0,300,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,น้ำเชื่อม,"['', 'tea_spoon', 'spoon', 'table_spoon', 'ladle', 'gram', 'milligram', 'avg']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,น้ำจิ้มไก่,"['', 'spoon', 'table_spoon', 'bottle']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,หมี่ซั่ว,"['แพค', 'ก้อน', 'ห่อ', 'ใจ', 'gram', 'hand']",0,80,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0
176,โป๊ยกั๊ก,"['อัน', 'ดอก', 'ชิ้น']",5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,น้ำกระเทียมดอง,"['table_spoon', 'gram', 'milligram']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,มะละกอ,"['', 'ลูก', 'gram', 'hand', 'pick', 'cup', 'avg']",0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,^(?!.*น้ำ).*มะพร้าว.*,"['', 'หัว', 'tea_spoon', 'table_spoon', 'kilogram', 'gram', 'hundred_gram', 'hand', 'cup']",0,0,0,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,ปู(?!อัด),"['ตัวเล็ก', 'ตัว', 'table_spoon', 'kilogram', 'gram', 'milligram', 'hundred_gram', 'cup', 'avg']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,^(?!.*เป็ด).*พะโล้,"['ซอง', 'เส้น', 'ห่อ', 'ชุด', 'table_spoon', 'gram', 'hundred_gram', 'avg', 'plate']",0,60,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,น้ำสต๊อก|น้ำสต็อก|น้ำสต้อค,"['', 'ก้อน', 'spoon', 'table_spoon', 'cup', 'dipper', 'min', 'plate']",0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,หมูหยอง,"['', 'table_spoon', 'hundred_gram', 'pick', 'avg']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,ตีนไก่,"['ตีน', 'kilogram', 'gram']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,สับปะรด|สัปปะรด,"['ชิ้นเล็ก', 'ลูก', 'ผล', 'หัว', 'ชิ้น', 'tea_spoon', 'spoon', 'gram', 'milligram', 'cup']",100,0,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,ฟองเต้าหู้,"['แผ่น', 'แพ', 'ห่อ', 'ถุง', 'table_spoon', 'gram', 'cup']",0,10,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
187,น้ำสลัด,"['', 'ซอง', 'table_spoon', 'milligram', 'bottle', 'cup', 'avg']",0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,มัสตาร์ด,"['', 'tea_spoon', 'spoon', 'table_spoon', 'avg']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,พริกหวาน,"['ลูกเล็ก', 'ลูก', 'หัว', 'เม็ด', 'table_spoon', 'gram', 'hundred_gram', 'cup', 'min', 'avg']",0,0,150,150,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,มะระ,"['', 'ลูก', 'อัน', 'gram']",0,0,150,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,แครรอท,"['เส้น', 'หัว', 'gram', 'cup']",0,0,0,50,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,เก๋ากี้,"['เม็ด', 'table_spoon', 'cup']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,^(?!.*น้ำ|ซอส|ซอย|นำ้|ซอล|ไวไว|นํ้ามัน).*หอย.*,"['', 'แพค', 'ห่อ', 'ซอง', 'ตัว', 'ชิ้น', 'table_spoon', 'kilogram', 'gram', 'hundred_gram', 'cup', 'avg']",20,150,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0
194,อุด้ง,"['มัด', 'ถุง', 'table_spoon', 'gram', 'avg']",0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,^มะม่วง,"['', 'ลูก', 'ผล', 'table_spoon', 'gram', 'pick', 'cup', 'min']",0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,โครงไก่,"['โครง', 'ชิ้น', 'ตัว']",370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,0,0
